logged_at_utc,asof,asof_key,route,region,prediction,actual_return,abs_err,sq_err
2025-08-29 00:25:08.466228+00:00,2025-08-29 00:25:08.466105+00:00,2025-08-29 00:00:00+00:00,/forecast/ensemble,,0.0139526252925272,0.0,0.0139526252925272,0.00019467575255366975
2025-08-29 00:25:08.466228+00:00,2025-08-29 00:25:08.466105+00:00,2025-08-29 00:00:00+00:00,/forecast/ensemble,,0.0139526252925272,0.0,0.0139526252925272,0.00019467575255366975
2025-08-29 00:25:08.474967+00:00,2025-08-29 00:25:08.474907+00:00,2025-08-29 00:00:00+00:00,/forecast/regional,americas,0.0041110154521876,0.0,0.0041110154521876,1.6900448048125217e-05
2025-08-29 00:25:08.474967+00:00,2025-08-29 00:25:08.474907+00:00,2025-08-29 00:00:00+00:00,/forecast/regional,americas,0.0041110154521876,0.0,0.0041110154521876,1.6900448048125217e-05
