asof,prediction,actual_return,model
2012-03-01,0.00408292204948757,0.0330520463319912,gb
2012-11-01,0.0003452676610906614,0.0070682309562846,gb
2012-12-01,-0.038128243312277744,0.0504280964668688,gb
2013-01-01,0.03618006624207119,0.0110606487650415,gb
2013-02-01,0.02810615958426658,0.0240974982872295,gb
2013-03-01,0.011851941493924899,0.1641524491458312,gb
2013-11-01,0.013089828804408354,0.0235627919754459,gb
2013-12-01,0.010714921719239493,-0.0355829059558115,gb
2014-01-01,0.0027010753664796386,0.0431170301781616,gb
2014-02-01,0.0014934888322213338,0.0099976274590822,gb
2014-03-01,0.029020904064588546,0.1009137268584841,gb
2014-11-01,0.023191031461102147,-0.004188587515997,gb
2014-12-01,0.022985287962294536,-0.0310408058384106,gb
2015-01-01,0.013622743563511303,0.0548925108906233,gb
2015-02-01,0.02081976540118395,-0.0157947209476716,gb
2015-03-01,-0.08306605756672046,0.004417553711562,gb
2015-11-01,0.06168960574030058,-0.0175301850326925,gb
2015-12-01,0.003964375271376195,-0.0507353220469523,gb
2016-01-01,-0.013263684856468276,-0.0041283603090035,gb
2016-02-01,-0.0026997153394016293,0.0465575846803061,gb
2016-03-01,-0.007171935273845867,0.0873410126175766,gb
2016-11-01,0.012249044564179771,0.0182007624418658,gb
2016-12-01,-0.018162476807117515,0.0178843581983825,gb
2017-01-01,0.027797198835735757,0.0371981600668163,gb
2017-02-01,0.014777662594671297,0.0037908503347994,gb
2017-03-01,0.04040780251527476,0.1158981577807345,gb
2017-11-01,0.018165706185577928,0.0098316305942705,gb
2017-12-01,0.02067853021824896,0.0561787041255281,gb
2018-01-01,0.04814428371849304,-0.0389473718793677,gb
2018-02-01,-0.0398540601543397,0.0268034431561137,gb
2018-03-01,0.012417985795467953,-0.0094740651900845,gb
2018-11-01,0.022588463463568312,-0.0917768946799725,gb
2018-12-01,-0.031559227900023176,0.0786844016658261,gb
2019-01-01,-0.04166229789305567,0.0297288893439271,gb
2019-02-01,-0.11576330449889517,-0.0148752274277392,gb
2019-03-01,0.02341311518493234,0.1450600612427535,gb
2019-11-01,-0.007909202686489508,0.02858981890573,gb
2019-12-01,0.025475474556184197,-0.0016280928190489,gb
2020-01-01,0.014848270004341883,-0.0841104836384031,gb
2020-02-01,0.01625722168998432,0.0061438033268914,gb
2020-03-01,0.05256039048884529,0.218431669014133,gb
2020-11-01,0.014100509611382652,0.03712145909357,gb
2020-12-01,-0.009749508401637729,-0.0111366607554451,gb
2021-01-01,0.033270229628755185,0.0260914513774483,gb
2021-02-01,0.0064444222639679,0.0346851183852887,gb
2021-03-01,0.05824667687818094,0.1581552435775286,gb
2021-11-01,-0.01091963754776347,0.0436129134620648,gb
2021-12-01,-0.004783111473930042,-0.0525851650273938,gb
2022-01-01,0.06681523217733071,-0.0313604919459082,gb
2022-02-01,0.000917508560309329,-0.0387819414726492,gb
2022-03-01,0.12958125851615696,-0.0295411017363018,gb
2022-11-01,0.011099205972472163,-0.0589714740747304,gb
2022-12-01,0.031626098023722155,0.0617528578346791,gb
2023-01-01,0.07349686294469712,-0.0261124939318185,gb
2023-02-01,0.054206398853004344,-0.0273440089476313,gb
2023-03-01,0.03299179570916342,0.1828805493911547,gb
2023-11-01,0.00046378203336249385,0.0442292311563601,gb
2023-12-01,0.020711869593317674,0.0158957075989916,gb
2024-01-01,0.0003247469636446355,0.0517206406237231,gb
2024-02-01,0.0448203201605798,0.005380390318785,gb
2024-03-01,0.06562846836768199,0.177350689014732,gb
