asof,prediction,actual_return,model
2016-03-01,0.07221942643428712,0.0873410126175766,ensemble
2016-11-01,0.038524019368607346,0.0182007624418658,ensemble
2016-12-01,0.01041798665783421,0.0178843581983825,ensemble
2017-01-01,0.031369366754407865,0.0371981600668163,ensemble
2017-02-01,0.015372470360963722,0.0037908503347994,ensemble
2017-03-01,0.07442684946841666,0.1158981577807345,ensemble
2017-11-01,0.06548042946818403,0.0098316305942705,ensemble
2017-12-01,0.03556519021920601,0.0561787041255281,ensemble
2018-01-01,-0.02648583841035109,-0.0389473718793677,ensemble
2018-02-01,0.028897891408475623,0.0268034431561137,ensemble
2018-03-01,-0.013581183414429137,-0.0094740651900845,ensemble
2018-11-01,-0.05164970735478749,-0.0917768946799725,ensemble
2018-12-01,0.05938127223744552,0.0786844016658261,ensemble
