asof,prediction,actual_return,model
2000-03-01,-0.06256034670320076,-0.0461636573751826,ridge
2000-03-01,-0.05731011797441388,-0.0461636573751826,ridge
2000-03-01,-0.054336621320798306,-0.0461636573751826,ridge
2000-03-01,-0.05266479787184264,-0.0461636573751826,ridge
2000-03-01,-0.0519357894802045,-0.0461636573751826,ridge
2000-03-01,-0.051311715550320325,-0.0461636573751826,ridge
2000-03-01,-0.05004643620119997,-0.0461636573751826,ridge
2000-03-01,-0.0495995033264941,-0.0461636573751826,ridge
2000-03-01,-0.04924397788609558,-0.0461636573751826,ridge
2000-03-01,-0.048944950449560265,-0.0461636573751826,ridge
2000-03-01,-0.04933436758518561,-0.0461636573751826,ridge
2000-03-01,-0.0484443929621704,-0.0461636573751826,ridge
2000-03-01,-0.04894459230351622,-0.0461636573751826,ridge
2000-03-01,-0.0490320188286727,-0.0461636573751826,ridge
2000-03-01,-0.04787585551058193,-0.0461636573751826,ridge
2000-03-01,-0.04789665660725373,-0.0461636573751826,ridge
2000-03-01,-0.04847084386331346,-0.0461636573751826,ridge
2000-03-01,-0.04752409524492618,-0.0461636573751826,ridge
2000-03-01,-0.04815589083577709,-0.0461636573751826,ridge
2000-03-01,-0.04763747097533966,-0.0461636573751826,ridge
2000-03-01,-0.047881252701788224,-0.0461636573751826,ridge
2000-03-01,-0.04731934494326984,-0.0461636573751826,ridge
2000-03-01,-0.04728371396132858,-0.0461636573751826,ridge
2000-03-01,-0.047246035224774885,-0.0461636573751826,ridge
2000-03-01,-0.047730930671670446,-0.0461636573751826,ridge
2000-03-01,-0.047228852266901766,-0.0461636573751826,ridge
2000-03-01,-0.04721938990522967,-0.0461636573751826,ridge
2000-03-01,-0.04721080743346606,-0.0461636573751826,ridge
2000-03-01,-0.04713026828341027,-0.0461636573751826,ridge
2000-03-01,-0.04713213613767542,-0.0461636573751826,ridge
2000-03-01,-0.047046796003771485,-0.0461636573751826,ridge
2000-03-01,-0.04748723195638971,-0.0461636573751826,ridge
2000-03-01,-0.046999097510901255,-0.0461636573751826,ridge
2000-03-01,-0.04737262081608917,-0.0461636573751826,ridge
2000-03-01,-0.047426292063109776,-0.0461636573751826,ridge
2000-03-01,-0.04669997670871395,-0.0461636573751826,ridge
2000-03-01,-0.047281993219080665,-0.0461636573751826,ridge
2000-03-01,-0.04661289050674422,-0.0461636573751826,ridge
2000-03-01,-0.046738041888300885,-0.0461636573751826,ridge
2000-03-01,-0.04744983765588906,-0.0461636573751826,ridge
2000-03-01,-0.04746893811001163,-0.0461636573751826,ridge
2000-03-01,-0.04657726084919167,-0.0461636573751826,ridge
2000-03-01,-0.046649301292110645,-0.0461636573751826,ridge
2000-03-01,-0.047195786182419486,-0.0461636573751826,ridge
2000-03-01,-0.04665419779767099,-0.0461636573751826,ridge
2000-03-01,-0.04671948165759798,-0.0461636573751826,ridge
2000-03-01,-0.04704943805761275,-0.0461636573751826,ridge
2000-03-01,-0.04707376215278691,-0.0461636573751826,ridge
2000-03-01,-0.04694536012341588,-0.0461636573751826,ridge
2000-03-01,-0.046795699965905935,-0.0461636573751826,ridge
2000-03-01,-0.047036464053129445,-0.0461636573751826,ridge
2000-03-01,-0.04636496823385716,-0.0461636573751826,ridge
2000-03-01,-0.04688186547248663,-0.0461636573751826,ridge
2000-03-01,-0.04667143996406942,-0.0461636573751826,ridge
