geo,ds,cpi_index,spx_close,spx_ret_1m,cpi_mom,cpi_yoy
Algeria,2002-09-01,1.488086,,0.0,-0.1712029728033274,-0.717636473035557
Algeria,2002-10-01,1.277453,885.760009765625,-0.21106586162791152,-0.1415462547191494,-0.7842889725647693
Algeria,2002-11-01,-0.731633,936.3099975585938,0.05706962070498589,-1.5727279203227047,-1.100698997900226
Algeria,2002-12-01,-2.595907,879.8200073242188,-0.06033257188502883,2.5480999353501006,-1.3436560033731388
Algeria,2003-01-01,77.629758,855.7000122070312,-0.02741469268304464,-30.904676092017162,0.042614863127597546
Algeria,2003-02-01,1.272556,841.1500244140625,-0.01700360825687175,-0.9836073687103339,-0.7374255590371359
Algeria,2003-03-01,1.049723,848.1799926757812,0.008357567684332823,-0.17510663577870056,-0.6955159712108349
Algeria,2003-04-01,2.131501,878.8499755859375,0.03615975756914591,1.0305366272816734,-0.35135252748724155
Algeria,2003-05-01,3.85658,,0.0,0.8093259163378295,77.85860341478377
Algeria,2003-06-01,6.40393,,0.0,0.6605204611339579,-13.93880066270659
Algeria,2003-07-01,5.790009,,0.0,-0.09586628835730548,2.0729074010780106
Algeria,2003-08-01,6.38897,,0.0,0.10344733488324431,2.5583691687501426
Algeria,2003-09-01,6.261182,,0.0,-0.020001346069867254,3.207540424410954
Algeria,2003-10-01,6.683761,1050.7099609375,0.19555099291774103,0.06749188891171021,4.232099341423911
Algeria,2003-11-01,6.054652,1058.199951171875,0.0071285040713728876,-0.09412499938283247,-9.275531584824632
Algeria,2003-12-01,5.563146,1111.9200439453125,0.05076554077889206,-0.08117824112764871,-3.1430451861334014
Algeria,2004-01-01,80.710325,1131.1300048828125,0.017276386950755285,13.508036459945506,0.03968281081077185
Algeria,2004-02-01,5.238784,1144.93994140625,0.01220897373761054,-0.9350915263939279,3.116741424345962
Algeria,2004-03-01,6.82459,1126.2099609375,-0.01635891961786684,0.30270497886532444,5.501324635165658
Algeria,2004-04-01,6.560359,1141.81005859375,0.013851855513037581,-0.03871749072105424,2.0778118330697475
Algeria,2004-05-01,5.024302,,0.0,-0.23414221691221482,0.3027869252031592
Algeria,2004-06-01,2.698849,,0.0,-0.4628410075668221,-0.578563632019713
Algeria,2004-07-01,2.666153,,0.0,-0.012114794121494077,-0.5395252408070523
Algeria,2004-08-01,1.431701,,0.0,-0.46300868704834275,-0.7759105145273808
Algeria,2004-09-01,3.247549,,0.0,1.268315102105817,-0.48132014051021044
Algeria,2004-10-01,2.85601,,0.0,-0.12056446261472875,-0.5726941762280249
Algeria,2004-11-01,2.007449,1173.8199462890625,0.02803433675714495,-0.29711415576276,-0.6684451889225013
Algeria,2004-12-01,2.189691,1211.9200439453125,0.03245821284320516,0.09078287916654415,-0.6063933968297794
Algeria,2005-01-01,81.826083,1181.27001953125,-0.025290467442294018,36.36878080057871,0.013824228808395844
Algeria,2005-02-01,3.251226,1203.5999755859375,0.018903346132113308,-0.9602666303848371,-0.37939300417806876
Algeria,2005-03-01,2.635339,1180.5899658203125,-0.01911765556028966,-0.18943223264085607,-0.6138465460928788
Algeria,2005-04-01,2.738186,1172.9200439453125,-0.006496685637735977,0.039026098729612935,-0.5826164391308464
Algeria,2005-05-01,1.849919,,0.0,-0.3243998033734742,-0.631805771229516
Algeria,2005-06-01,2.023678,,0.0,0.09392789630248655,-0.2501699798691962
Algeria,2005-07-01,1.197867,,0.0,-0.408074308264457,-0.5507133311554138
Algeria,2005-08-01,1.0815,,0.0,-0.09714517554953939,-0.24460484416788142
Algeria,2005-09-01,-0.970518,,0.0,-1.897381414701803,-1.2988462991628456
Algeria,2005-10-01,-0.824043,1207.010009765625,0.029064185573677515,-0.15092455781345637,-1.2885294519276893
Algeria,2005-11-01,-0.126417,1249.47998046875,0.035186096519093324,-0.8465893163342204,-1.0629739535101514
Algeria,2005-12-01,1.225624,1248.2900390625,-0.0009523493171964548,-10.69508847702445,-0.44027536305350845
Algeria,2006-01-01,83.717483,1280.0799560546875,0.025466771341108085,67.30600820480016,0.023114878907255054
Algeria,2006-02-01,-0.240178,1280.6600341796875,0.0004531577283561905,-1.0028689109059812,-1.0738730558872254
Algeria,2006-03-01,0.28334,1294.8699951171875,0.011095810408889628,-2.1797083829493125,-0.8924844204104292
Algeria,2006-04-01,0.970839,,0.0,2.4264099668243104,-0.6454444657886644
Algeria,2006-05-01,2.165151,,0.0,1.2301854375442272,0.17040313656976314
Algeria,2006-06-01,2.07316,,0.0,-0.04248710598013705,0.024451518472800693
Algeria,2006-07-01,2.005968,,0.0,-0.032410426595149366,0.6746166310617123
Algeria,2006-08-01,3.27315,,0.0,0.6317059893278454,2.026490984743412
Algeria,2006-09-01,4.138206,,0.0,0.2642885293982862,-5.263914734193492
Algeria,2006-10-01,4.642304,1377.93994140625,0.06415311699422355,0.121815588687465,-6.6335700928228265
Algeria,2006-11-01,4.09441,1400.6300048828125,0.016466656343095964,-0.11802199942097724,-33.38812817896327
Algeria,2006-12-01,3.838978,1418.300048828125,0.012615782814670462,-0.06238554517012218,2.1322640548814316
Algeria,2007-01-01,86.79745,1438.239990234375,0.014059043023177953,21.609520033717306,0.03679000956108536
Algeria,2007-02-01,3.308027,1406.8199462890625,-0.021846175991944383,-0.9618879702111064,-14.773230687240297
Algeria,2007-03-01,3.063792,1402.8399658203125,-0.002829061728367166,-0.0738310177033018,9.81312910284464
Algeria,2007-04-01,1.59949,,0.0,-0.4779377973439449,0.6475337311335865
Algeria,2007-05-01,1.331043,,0.0,-0.16783287172786332,-0.38524241496320577
Algeria,2007-06-01,3.279678,,0.0,1.4639910205755937,0.5819705184356248
Algeria,2007-07-01,4.801176,,0.0,0.4639168845234196,1.3934459572635252
Algeria,2007-08-01,4.372277,,0.0,-0.08933207197569915,0.3358009868169809
Algeria,2007-09-01,5.40314,,0.0,0.23577257342112556,0.30567207142418695
Algeria,2007-10-01,4.928434,,0.0,-0.08785743104935273,0.06163534313995811
Algeria,2007-11-01,4.818851,1481.1400146484375,0.0558153821789209,-0.02223485188195673,0.17693416145427565
Algeria,2007-12-01,4.802586,1468.3599853515625,-0.008628508561297932,-0.0033752859343442188,0.251006387637543
Algeria,2008-01-01,91.011525,1378.550048828125,-0.06116343227776988,17.9505247797749,0.0485506774680593
Algeria,2008-02-01,4.798977,1330.6300048828125,-0.03476119273728817,-0.947270667094085,0.45070672035022685
Algeria,2008-03-01,5.86817,1293.3699951171875,-0.02800178083231064,0.22279602506950957,0.9153291085034494
Algeria,2008-04-01,6.340366,,0.0,0.08046733479091439,2.963992272536871
Algeria,2008-05-01,6.663276,,0.0,0.05092923657719428,4.006056152956742
Algeria,2008-06-01,4.112069,,0.0,-0.3828757806220243,0.25380265989527007
Algeria,2008-07-01,2.60335,,0.0,-0.3669002149526188,-0.4577682634421234
Algeria,2008-08-01,4.575989,,0.0,0.7577310004417386,0.046591741557087785
Algeria,2008-09-01,4.671353,,0.0,0.020840085061393232,-0.13543735679623325
Algeria,2008-10-01,4.14573,,0.0,-0.11252050530114066,-0.15881393562336432
Algeria,2008-11-01,5.210416,896.239990234375,-0.307050578242949,0.2568150844362753,0.08125692203390389
Algeria,2008-12-01,4.862759,903.25,0.007821576633499472,-0.06672346315534128,0.012529291510865237
Algeria,2009-01-01,96.236142,825.8800048828125,-0.08565734305805428,18.79044036523299,0.057406103238023976
Algeria,2009-02-01,6.168608,735.0900268554688,-0.10993119762019943,-0.9359013373582661,0.2854006176733084
Algeria,2009-03-01,5.599675,683.3800048828125,-0.07034515512862938,-0.0922303702877536,-0.045754468599239595
Algeria,2009-04-01,5.824681,,0.0,0.040181974846754454,-0.08133363279028383
Algeria,2009-05-01,3.581252,,0.0,-0.3851591185852066,-0.4625388472577152
Algeria,2009-06-01,4.873712,,0.0,0.36089613353095507,0.1852213569373471
Algeria,2009-07-01,7.290473,,0.0,0.49587685936304804,1.800419843662973
Algeria,2009-08-01,6.499418,,0.0,-0.10850530548566606,0.42033077439652944
Algeria,2009-09-01,5.813554,,0.0,-0.10552698718562192,0.24451181488532336
Algeria,2009-10-01,6.018503,,0.0,0.035253650348822774,0.4517354000381113
Algeria,2009-11-01,5.944418,1095.6300048828125,0.6032514809541341,-0.012309539431981653,0.14087205321033847
Algeria,2009-12-01,5.753398,1115.0999755859375,0.017770570919338313,-0.032134348560279524,0.1831550771897188
Algeria,2010-01-01,100.0,1073.8699951171875,-0.03697424569226215,16.381032913071547,0.039110649302628975
Algeria,2010-02-01,4.150203,1104.489990234375,0.028513689046546054,-0.95849797,-0.3272059109607872
Algeria,2010-03-01,3.670484,1149.989990234375,0.041195484252731784,-0.11558928563253412,-0.34451838722783024
Algeria,2010-04-01,2.461639,,0.0,-0.3293421249077779,-0.5773778855872107
Algeria,2010-05-01,6.273464,,0.0,1.5484906600846022,0.7517516220584308
Algeria,2010-06-01,6.105226,,0.0,-0.026817401040318378,0.2526850170875914
Algeria,2010-07-01,3.961905,,0.0,-0.35106333491995223,-0.4565640665564499
Algeria,2010-08-01,3.957666,,0.0,-0.0010699398395468407,-0.3910737853758598
Algeria,2010-09-01,2.478398,,0.0,-0.37377282469010775,-0.5736862511296876
Algeria,2010-10-01,2.816042,,0.0,0.1362347774651207,-0.5321025843137405
Algeria,2010-11-01,3.425999,1180.550048828125,0.02657419530018834,0.2166008177434855,-0.42366115572626284
Algeria,2010-12-01,2.727637,1257.6400146484375,0.06530004034715509,-0.203841857513677,-0.5259085152808827
