ds,geo,metric,value
1981-01-01,Argentina,CPI_Index,1.01e-06
1981-01-01,Argentina,CPI_Index,104.4766176
1981-01-01,Argentina,CPI_Index,6.71e-07
1981-01-01,Argentina,CPI_Index,83.58500769
1981-02-01,Argentina,CPI_Index,6.99e-07
1981-02-01,Argentina,CPI_Index,81.55101978
1981-03-01,Argentina,CPI_Index,7.41e-07
1981-03-01,Argentina,CPI_Index,81.88272602
1981-04-01,Argentina,CPI_Index,7.99e-07
1981-04-01,Argentina,CPI_Index,84.82022613
1981-05-01,Argentina,CPI_Index,8.59e-07
1981-05-01,Argentina,CPI_Index,87.87612179
1981-06-01,Argentina,CPI_Index,9.4e-07
1981-06-01,Argentina,CPI_Index,94.33978608
1981-07-01,Argentina,CPI_Index,1.04e-06
1981-07-01,Argentina,CPI_Index,104.8758536
1981-08-01,Argentina,CPI_Index,1.12e-06
1981-08-01,Argentina,CPI_Index,113.7879771
1981-09-01,Argentina,CPI_Index,1.2e-06
1981-09-01,Argentina,CPI_Index,119.1141594
1981-10-01,Argentina,CPI_Index,1.27e-06
1981-10-01,Argentina,CPI_Index,115.4634964
1981-11-01,Argentina,CPI_Index,1.36e-06
1981-11-01,Argentina,CPI_Index,120.6692479
1981-12-01,Argentina,CPI_Index,1.48e-06
1981-12-01,Argentina,CPI_Index,131.2741805
1982-01-01,Argentina,CPI_Index,2.68e-06
1982-01-01,Argentina,CPI_Index,164.7794069
1982-01-01,Argentina,CPI_Index,1.66e-06
1982-01-01,Argentina,CPI_Index,146.7678446
1982-02-01,Argentina,CPI_Index,1.74e-06
1982-02-01,Argentina,CPI_Index,149.3884775
1982-03-01,Argentina,CPI_Index,1.82e-06
1982-03-01,Argentina,CPI_Index,146.3940411
1982-04-01,Argentina,CPI_Index,1.9e-06
1982-04-01,Argentina,CPI_Index,137.9364574
1982-05-01,Argentina,CPI_Index,1.96e-06
1982-05-01,Argentina,CPI_Index,128.0386217
1982-06-01,Argentina,CPI_Index,2.11e-06
1982-06-01,Argentina,CPI_Index,124.9532006
1982-07-01,Argentina,CPI_Index,2.46e-06
1982-07-01,Argentina,CPI_Index,137.2270756
1982-08-01,Argentina,CPI_Index,2.82e-06
1982-08-01,Argentina,CPI_Index,152.1074602
1982-09-01,Argentina,CPI_Index,3.3e-06
1982-09-01,Argentina,CPI_Index,175.4431893
1982-10-01,Argentina,CPI_Index,3.72e-06
1982-10-01,Argentina,CPI_Index,193.3187882
1982-11-01,Argentina,CPI_Index,4.14e-06
1982-11-01,Argentina,CPI_Index,204.6416934
1982-12-01,Argentina,CPI_Index,4.58e-06
1982-12-01,Argentina,CPI_Index,209.7306085
1983-01-01,Argentina,CPI_Index,1.19e-05
1983-01-01,Argentina,CPI_Index,343.7998622
1983-01-01,Argentina,CPI_Index,5.31e-06
1983-01-01,Argentina,CPI_Index,220.9567262
1983-02-01,Argentina,CPI_Index,6e-06
1983-02-01,Argentina,CPI_Index,244.5838753
1983-03-01,Argentina,CPI_Index,6.68e-06
1983-03-01,Argentina,CPI_Index,266.1156945
1983-04-01,Argentina,CPI_Index,7.37e-06
1983-04-01,Argentina,CPI_Index,287.4933873
1983-05-01,Argentina,CPI_Index,8.03e-06
1983-05-01,Argentina,CPI_Index,310.0442597
1983-06-01,Argentina,CPI_Index,9.31e-06
1983-06-01,Argentina,CPI_Index,340.1973524
1983-07-01,Argentina,CPI_Index,1.05e-05
1983-07-01,Argentina,CPI_Index,325.7810422
1983-08-01,Argentina,CPI_Index,1.23e-05
1983-08-01,Argentina,CPI_Index,335.2652662
1983-09-01,Argentina,CPI_Index,1.49e-05
1983-09-01,Argentina,CPI_Index,351.2529491
1983-10-01,Argentina,CPI_Index,1.74e-05
1983-10-01,Argentina,CPI_Index,368.401489
1983-11-01,Argentina,CPI_Index,2.08e-05
1983-11-01,Argentina,CPI_Index,401.5934704
1983-12-01,Argentina,CPI_Index,2.44e-05
1983-12-01,Argentina,CPI_Index,433.693683
1984-01-01,Argentina,CPI_Index,8.66e-05
1984-01-01,Argentina,CPI_Index,626.7333005
1984-01-01,Argentina,CPI_Index,2.75e-05
1984-01-01,Argentina,CPI_Index,417.8613701
1984-02-01,Argentina,CPI_Index,3.22e-05
1984-02-01,Argentina,CPI_Index,435.7890344
1984-03-01,Argentina,CPI_Index,3.87e-05
1984-03-01,Argentina,CPI_Index,479.1948869
1984-04-01,Argentina,CPI_Index,4.59e-05
1984-04-01,Argentina,CPI_Index,522.4837925
1984-05-01,Argentina,CPI_Index,5.37e-05
1984-05-01,Argentina,CPI_Index,568.2308759
1984-06-01,Argentina,CPI_Index,6.33e-05
1984-06-01,Argentina,CPI_Index,580.2160696
1984-07-01,Argentina,CPI_Index,7.49e-05
1984-07-01,Argentina,CPI_Index,615.5037844
1984-08-01,Argentina,CPI_Index,9.2e-05
1984-08-01,Argentina,CPI_Index,649.6671106
1984-09-01,Argentina,CPI_Index,0.000117315
1984-09-01,Argentina,CPI_Index,687.8301973
1984-10-01,Argentina,CPI_Index,0.000139986
1984-10-01,Argentina,CPI_Index,703.6796529
1984-11-01,Argentina,CPI_Index,0.000160948
1984-11-01,Argentina,CPI_Index,674.9606693
1984-12-01,Argentina,CPI_Index,0.000192617
1984-12-01,Argentina,CPI_Index,687.9800532
1985-01-01,Argentina,CPI_Index,0.000668542
1985-01-01,Argentina,CPI_Index,672.1812969
1985-01-01,Argentina,CPI_Index,0.000241038
1985-01-01,Argentina,CPI_Index,776.1991765
1985-02-01,Argentina,CPI_Index,0.00029093
1985-02-01,Argentina,CPI_Index,804.2968752
1985-03-01,Argentina,CPI_Index,0.000367967
1985-03-01,Argentina,CPI_Index,850.9581033
1985-04-01,Argentina,CPI_Index,0.000476422
1985-04-01,Argentina,CPI_Index,938.9147702
1985-05-01,Argentina,CPI_Index,0.000595935
1985-05-01,Argentina,CPI_Index,1010.018727
1985-06-01,Argentina,CPI_Index,0.000777908
1985-06-01,Argentina,CPI_Index,1128.906095
1985-07-01,Argentina,CPI_Index,0.00082604
1985-07-01,Argentina,CPI_Index,1003.222557
1985-08-01,Argentina,CPI_Index,0.000851426
1985-08-01,Argentina,CPI_Index,825.6729061
1985-09-01,Argentina,CPI_Index,0.000868392
1985-09-01,Argentina,CPI_Index,640.22496
1985-10-01,Argentina,CPI_Index,0.000885232
1985-10-01,Argentina,CPI_Index,532.3727443
1985-11-01,Argentina,CPI_Index,0.000906219
1985-11-01,Argentina,CPI_Index,463.0514563
1985-12-01,Argentina,CPI_Index,0.000934998
1985-12-01,Argentina,CPI_Index,385.4178901
1986-01-01,Argentina,CPI_Index,0.001270835
1986-01-01,Argentina,CPI_Index,90.09038645
1986-01-01,Argentina,CPI_Index,0.000963274
1986-01-01,Argentina,CPI_Index,299.6350365
1986-02-01,Argentina,CPI_Index,0.000979611
1986-02-01,Argentina,CPI_Index,236.7170626
1986-03-01,Argentina,CPI_Index,0.001025104
1986-03-01,Argentina,CPI_Index,178.5860656
1986-04-01,Argentina,CPI_Index,0.001073614
1986-04-01,Argentina,CPI_Index,125.349512
1986-05-01,Argentina,CPI_Index,0.001116845
1986-05-01,Argentina,CPI_Index,87.41037538
1986-06-01,Argentina,CPI_Index,0.001167616
1986-06-01,Argentina,CPI_Index,50.09693053
1986-07-01,Argentina,CPI_Index,0.001246664
1986-07-01,Argentina,CPI_Index,50.92043207
1986-08-01,Argentina,CPI_Index,0.001356124
1986-08-01,Argentina,CPI_Index,59.27675276
1986-09-01,Argentina,CPI_Index,0.001454148
1986-09-01,Argentina,CPI_Index,67.45296672
1986-10-01,Argentina,CPI_Index,0.001542244
1986-10-01,Argentina,CPI_Index,74.21919363
1986-11-01,Argentina,CPI_Index,0.00162393
1986-11-01,Argentina,CPI_Index,79.19844682
1986-12-01,Argentina,CPI_Index,0.001700841
1986-12-01,Argentina,CPI_Index,81.90860216
1987-01-01,Argentina,CPI_Index,0.002939881
1987-01-01,Argentina,CPI_Index,131.3346738
1987-01-01,Argentina,CPI_Index,0.001829781
1987-01-01,Argentina,CPI_Index,89.95433789
1987-02-01,Argentina,CPI_Index,0.001947912
1987-02-01,Argentina,CPI_Index,98.84541372
1987-03-01,Argentina,CPI_Index,0.002108772
1987-03-01,Argentina,CPI_Index,105.7128846
1987-04-01,Argentina,CPI_Index,0.002179148
1987-04-01,Argentina,CPI_Index,102.9731944
1987-05-01,Argentina,CPI_Index,0.002269632
1987-05-01,Argentina,CPI_Index,103.2181839
1987-06-01,Argentina,CPI_Index,0.002451856
1987-06-01,Argentina,CPI_Index,109.9881606
1987-07-01,Argentina,CPI_Index,0.002699429
1987-07-01,Argentina,CPI_Index,116.5322581
1987-08-01,Argentina,CPI_Index,0.003070161
1987-08-01,Argentina,CPI_Index,126.392364
1987-09-01,Argentina,CPI_Index,0.003428325
1987-09-01,Argentina,CPI_Index,135.7618183
1987-10-01,Argentina,CPI_Index,0.004099412
1987-10-01,Argentina,CPI_Index,165.8083442
1987-11-01,Argentina,CPI_Index,0.004520412
1987-11-01,Argentina,CPI_Index,178.3624826
1987-12-01,Argentina,CPI_Index,0.004673732
1987-12-01,Argentina,CPI_Index,174.7894192
1988-01-01,Argentina,CPI_Index,0.013022315
1988-01-01,Argentina,CPI_Index,342.953833
1988-01-01,Argentina,CPI_Index,0.005098502
1988-01-01,Argentina,CPI_Index,178.6401099
1988-02-01,Argentina,CPI_Index,0.005630094
1988-02-01,Argentina,CPI_Index,189.0322581
1988-03-01,Argentina,CPI_Index,0.006460784
1988-03-01,Argentina,CPI_Index,206.3766389
1988-04-01,Argentina,CPI_Index,0.007574236
1988-04-01,Argentina,CPI_Index,247.5778547
1988-05-01,Argentina,CPI_Index,0.008764347
1988-05-01,Argentina,CPI_Index,286.1572536
1988-06-01,Argentina,CPI_Index,0.010339014
1988-06-01,Argentina,CPI_Index,321.6811891
1988-07-01,Argentina,CPI_Index,0.012990688
1988-07-01,Argentina,CPI_Index,381.2383613
1988-08-01,Argentina,CPI_Index,0.016578616
1988-08-01,Argentina,CPI_Index,439.9918133
1988-09-01,Argentina,CPI_Index,0.018517731
1988-09-01,Argentina,CPI_Index,440.1392962
1988-10-01,Argentina,CPI_Index,0.020182881
1988-10-01,Argentina,CPI_Index,392.3359902
1988-11-01,Argentina,CPI_Index,0.021335291
1988-11-01,Argentina,CPI_Index,371.9766472
1988-12-01,Argentina,CPI_Index,0.022795596
1988-12-01,Argentina,CPI_Index,387.7386394
1989-01-01,Argentina,CPI_Index,0.414038528
1989-01-01,Argentina,CPI_Index,3079.454125
1989-01-01,Argentina,CPI_Index,0.024828965
1989-01-01,Argentina,CPI_Index,386.9854572
1989-02-01,Argentina,CPI_Index,0.027210445
1989-02-01,Argentina,CPI_Index,383.3035714
1989-03-01,Argentina,CPI_Index,0.031837678
1989-03-01,Argentina,CPI_Index,392.7835052
1989-04-01,Argentina,CPI_Index,0.042461967
1989-04-01,Argentina,CPI_Index,460.6105857
1989-05-01,Argentina,CPI_Index,0.075781314
1989-05-01,Argentina,CPI_Index,764.6544307
1989-06-01,Argentina,CPI_Index,0.16252997
1989-06-01,Argentina,CPI_Index,1472.0065
1989-07-01,Argentina,CPI_Index,0.482119541
1989-07-01,Argentina,CPI_Index,3611.270409
1989-08-01,Argentina,CPI_Index,0.66465645
1989-08-01,Argentina,CPI_Index,3909.119132
1989-09-01,Argentina,CPI_Index,0.726837601
1989-09-01,Argentina,CPI_Index,3825.09007
1989-10-01,Argentina,CPI_Index,0.767506188
1989-10-01,Argentina,CPI_Index,3702.758321
1989-11-01,Argentina,CPI_Index,0.817539929
1989-11-01,Argentina,CPI_Index,3731.866809
1989-12-01,Argentina,CPI_Index,1.145152285
1989-12-01,Argentina,CPI_Index,4923.567983
1990-01-01,Argentina,CPI_Index,9.994735992
1990-01-01,Argentina,CPI_Index,2313.96279
1990-01-01,Argentina,CPI_Index,2.05216924
1990-01-01,Argentina,CPI_Index,8165.2226
1990-02-01,Argentina,CPI_Index,3.315697987
1990-02-01,Argentina,CPI_Index,12085.38704
1990-03-01,Argentina,CPI_Index,6.483040498
1990-03-01,Argentina,CPI_Index,20262.79313
1990-04-01,Argentina,CPI_Index,7.220331428
1990-04-01,Argentina,CPI_Index,16904.23226
1990-05-01,Argentina,CPI_Index,8.20283305
1990-05-01,Argentina,CPI_Index,10724.34782
1990-06-01,Argentina,CPI_Index,9.342853531
1990-06-01,Argentina,CPI_Index,5648.388164
1990-07-01,Argentina,CPI_Index,10.35425417
1990-07-01,Argentina,CPI_Index,2047.652872
1990-08-01,Argentina,CPI_Index,11.94235907
1990-08-01,Argentina,CPI_Index,1696.771712
1990-09-01,Argentina,CPI_Index,13.81460619
1990-09-01,Argentina,CPI_Index,1800.645504
1990-10-01,Argentina,CPI_Index,14.87700628
1990-10-01,Argentina,CPI_Index,1838.356526
1990-11-01,Argentina,CPI_Index,15.79649665
1990-11-01,Argentina,CPI_Index,1832.198794
1990-12-01,Argentina,CPI_Index,16.53518381
1990-12-01,Argentina,CPI_Index,1343.928814
1991-01-01,Argentina,CPI_Index,27.15286912
1991-01-01,Argentina,CPI_Index,171.6716994
1991-01-01,Argentina,CPI_Index,17.80817261
1991-01-01,Argentina,CPI_Index,767.7730992
1991-02-01,Argentina,CPI_Index,22.61467081
1991-02-01,Argentina,CPI_Index,582.048573
1991-03-01,Argentina,CPI_Index,25.11184874
1991-03-01,Argentina,CPI_Index,287.3467819
1991-04-01,Argentina,CPI_Index,26.49565242
1991-04-01,Argentina,CPI_Index,266.9589503
1991-05-01,Argentina,CPI_Index,27.23872227
1991-05-01,Argentina,CPI_Index,232.0648136
1991-06-01,Argentina,CPI_Index,28.08958968
1991-06-01,Argentina,CPI_Index,200.6532168
1991-07-01,Argentina,CPI_Index,28.81739595
1991-07-01,Argentina,CPI_Index,178.3145505
1991-08-01,Argentina,CPI_Index,29.1922769
1991-08-01,Argentina,CPI_Index,144.4431349
1991-09-01,Argentina,CPI_Index,29.70794364
1991-09-01,Argentina,CPI_Index,115.0473436
1991-10-01,Argentina,CPI_Index,30.10923879
1991-10-01,Argentina,CPI_Index,102.3877534
1991-11-01,Argentina,CPI_Index,30.22634115
1991-11-01,Argentina,CPI_Index,91.34838451
1991-12-01,Argentina,CPI_Index,30.42257652
1991-12-01,Argentina,CPI_Index,83.98692677
1992-01-01,Argentina,CPI_Index,33.91391999
1992-01-01,Argentina,CPI_Index,24.89995011
1992-01-01,Argentina,CPI_Index,31.34822796
1992-01-01,Argentina,CPI_Index,76.0328173
1992-02-01,Argentina,CPI_Index,32.02348397
1992-02-01,Argentina,CPI_Index,41.60490878
1992-03-01,Argentina,CPI_Index,32.69584908
1992-03-01,Argentina,CPI_Index,30.20088411
1992-04-01,Argentina,CPI_Index,33.11656295
1992-04-01,Argentina,CPI_Index,24.98866769
1992-05-01,Argentina,CPI_Index,33.33945694
1992-05-01,Argentina,CPI_Index,22.39728649
1992-06-01,Argentina,CPI_Index,33.60086811
1992-06-01,Argentina,CPI_Index,19.62035932
1992-07-01,Argentina,CPI_Index,34.18176123
1992-07-01,Argentina,CPI_Index,18.61502438
1992-08-01,Argentina,CPI_Index,34.69334026
1992-08-01,Argentina,CPI_Index,18.84424222
1992-09-01,Argentina,CPI_Index,35.05197994
1992-09-01,Argentina,CPI_Index,17.98857693
1992-10-01,Argentina,CPI_Index,35.49570299
1992-10-01,Argentina,CPI_Index,17.88973889
1992-11-01,Argentina,CPI_Index,35.65932096
1992-11-01,Argentina,CPI_Index,17.97432176
1992-12-01,Argentina,CPI_Index,35.76048547
1992-12-01,Argentina,CPI_Index,17.54588058
1993-01-01,Argentina,CPI_Index,37.5127
1993-01-01,Argentina,CPI_Index,10.61151294
1993-01-01,Argentina,CPI_Index,36.05814662
1993-01-01,Argentina,CPI_Index,15.02451326
1993-02-01,Argentina,CPI_Index,36.32153001
1993-02-01,Argentina,CPI_Index,13.42154417
1993-03-01,Argentina,CPI_Index,36.59461434
1993-03-01,Argentina,CPI_Index,11.92434321
1993-04-01,Argentina,CPI_Index,36.97714815
1993-04-01,Argentina,CPI_Index,11.65756606
1993-05-01,Argentina,CPI_Index,37.45288177
1993-05-01,Argentina,CPI_Index,12.33800789
1993-06-01,Argentina,CPI_Index,37.72228294
1993-06-01,Argentina,CPI_Index,12.26579864
1993-07-01,Argentina,CPI_Index,37.84363315
1993-07-01,Argentina,CPI_Index,10.71294102
1993-08-01,Argentina,CPI_Index,37.8497015
1993-08-01,Argentina,CPI_Index,9.097887986
1993-09-01,Argentina,CPI_Index,38.16161486
1993-09-01,Argentina,CPI_Index,8.871495764
1993-10-01,Argentina,CPI_Index,38.37733639
1993-10-01,Argentina,CPI_Index,8.118259834
1993-11-01,Argentina,CPI_Index,38.39927517
1993-11-01,Argentina,CPI_Index,7.683697088
1993-12-01,Argentina,CPI_Index,38.39423506
1993-12-01,Argentina,CPI_Index,7.364971593
1994-01-01,Argentina,CPI_Index,39.07973212
1994-01-01,Argentina,CPI_Index,4.177337611
1994-01-01,Argentina,CPI_Index,38.43289553
1994-01-01,Argentina,CPI_Index,6.585887324
1994-02-01,Argentina,CPI_Index,38.43153858
1994-02-01,Argentina,CPI_Index,5.809250238
1994-03-01,Argentina,CPI_Index,38.48510865
1994-03-01,Argentina,CPI_Index,5.166045202
1994-04-01,Argentina,CPI_Index,38.57878886
1994-04-01,Argentina,CPI_Index,4.331433826
1994-05-01,Argentina,CPI_Index,38.71250334
1994-05-01,Argentina,CPI_Index,3.363216691
1994-06-01,Argentina,CPI_Index,38.86231581
1994-06-01,Argentina,CPI_Index,3.022173584
1994-07-01,Argentina,CPI_Index,39.22110719
1994-07-01,Argentina,CPI_Index,3.639909632
1994-08-01,Argentina,CPI_Index,39.302027
1994-08-01,Argentina,CPI_Index,3.837085742
1994-09-01,Argentina,CPI_Index,39.57101518
1994-09-01,Argentina,CPI_Index,3.693240797
1994-10-01,Argentina,CPI_Index,39.69781848
1994-10-01,Argentina,CPI_Index,3.440786207
1994-11-01,Argentina,CPI_Index,39.78757111
1994-11-01,Argentina,CPI_Index,3.615422266
1994-12-01,Argentina,CPI_Index,39.87409572
1994-12-01,Argentina,CPI_Index,3.854382436
1995-01-01,Argentina,CPI_Index,40.39910239
1995-01-01,Argentina,CPI_Index,3.376098546
1995-01-01,Argentina,CPI_Index,40.37091686
1995-01-01,Argentina,CPI_Index,5.042610755
1995-02-01,Argentina,CPI_Index,40.36981275
1995-02-01,Argentina,CPI_Index,5.043446719
1995-03-01,Argentina,CPI_Index,40.18843642
1995-03-01,Argentina,CPI_Index,4.425939853
1995-04-01,Argentina,CPI_Index,40.37223167
1995-04-01,Argentina,CPI_Index,4.648779447
1995-05-01,Argentina,CPI_Index,40.38071893
1995-05-01,Argentina,CPI_Index,4.309242367
1995-06-01,Argentina,CPI_Index,40.29755721
1995-06-01,Argentina,CPI_Index,3.693144296
1995-07-01,Argentina,CPI_Index,40.46104876
1995-07-01,Argentina,CPI_Index,3.161413975
1995-08-01,Argentina,CPI_Index,40.36299428
1995-08-01,Argentina,CPI_Index,2.699523066
1995-09-01,Argentina,CPI_Index,40.4293669
1995-09-01,Argentina,CPI_Index,2.169142509
1995-10-01,Argentina,CPI_Index,40.5668151
1995-10-01,Argentina,CPI_Index,2.189028637
1995-11-01,Argentina,CPI_Index,40.47415471
1995-11-01,Argentina,CPI_Index,1.72562331
1995-12-01,Argentina,CPI_Index,40.5151751
1995-12-01,Argentina,CPI_Index,1.607759044
1996-01-01,Argentina,CPI_Index,40.46199483
1996-01-01,Argentina,CPI_Index,0.155677818
1996-01-01,Argentina,CPI_Index,40.63663487
1996-01-01,Argentina,CPI_Index,0.658191686
1996-02-01,Argentina,CPI_Index,40.50458076
1996-02-01,Argentina,CPI_Index,0.333833631
1996-03-01,Argentina,CPI_Index,40.28606105
1996-03-01,Argentina,CPI_Index,0.242917221
1996-04-01,Argentina,CPI_Index,40.28667631
1996-04-01,Argentina,CPI_Index,-0.211916332
1996-05-01,Argentina,CPI_Index,40.2507466
1996-05-01,Argentina,CPI_Index,-0.321867294
1996-06-01,Argentina,CPI_Index,40.25179171
1996-06-01,Argentina,CPI_Index,-0.113568913
1996-07-01,Argentina,CPI_Index,40.47003329
1996-07-01,Argentina,CPI_Index,0.022205391
1996-08-01,Argentina,CPI_Index,40.43868856
1996-08-01,Argentina,CPI_Index,0.187533854
1996-09-01,Argentina,CPI_Index,40.51211564
1996-09-01,Argentina,CPI_Index,0.204674833
1996-10-01,Argentina,CPI_Index,40.71633258
1996-10-01,Argentina,CPI_Index,0.368570915
1996-11-01,Argentina,CPI_Index,40.65309528
1996-11-01,Argentina,CPI_Index,0.442110695
1996-12-01,Argentina,CPI_Index,40.53718131
1996-12-01,Argentina,CPI_Index,0.054315966
1997-01-01,Argentina,CPI_Index,40.67587197
1997-01-01,Argentina,CPI_Index,0.52858774
1997-01-01,Argentina,CPI_Index,40.72651393
1997-01-01,Argentina,CPI_Index,0.221177405
1997-02-01,Argentina,CPI_Index,40.88311115
1997-02-01,Argentina,CPI_Index,0.93453724
1997-03-01,Argentina,CPI_Index,40.6815744
1997-03-01,Argentina,CPI_Index,0.981762281
1997-04-01,Argentina,CPI_Index,40.54711823
1997-04-01,Argentina,CPI_Index,0.646471603
1997-05-01,Argentina,CPI_Index,40.51347259
1997-05-01,Argentina,CPI_Index,0.652723254
1997-06-01,Argentina,CPI_Index,40.60571998
1997-06-01,Argentina,CPI_Index,0.879285767
1997-07-01,Argentina,CPI_Index,40.69595303
1997-07-01,Argentina,CPI_Index,0.558239558
1997-08-01,Argentina,CPI_Index,40.76292405
1997-08-01,Argentina,CPI_Index,0.801795254
1997-09-01,Argentina,CPI_Index,40.74340418
1997-09-01,Argentina,CPI_Index,0.57091203
1997-10-01,Argentina,CPI_Index,40.6795769
1997-10-01,Argentina,CPI_Index,-0.090272567
1997-11-01,Argentina,CPI_Index,40.60095801
1997-11-01,Argentina,CPI_Index,-0.128249197
1997-12-01,Argentina,CPI_Index,40.67013724
1997-12-01,Argentina,CPI_Index,0.327985148
1998-01-01,Argentina,CPI_Index,41.05198767
1998-01-01,Argentina,CPI_Index,0.924665345
1998-01-01,Argentina,CPI_Index,40.92578348
1998-01-01,Argentina,CPI_Index,0.489287029
1998-02-01,Argentina,CPI_Index,41.06848249
1998-02-01,Argentina,CPI_Index,0.453417879
1998-03-01,Argentina,CPI_Index,41.01689306
1998-03-01,Argentina,CPI_Index,0.824251922
1998-04-01,Argentina,CPI_Index,41.02152018
1998-04-01,Argentina,CPI_Index,1.17000163
1998-05-01,Argentina,CPI_Index,40.99189482
1998-05-01,Argentina,CPI_Index,1.180896619
1998-06-01,Argentina,CPI_Index,41.07015129
1998-06-01,Argentina,CPI_Index,1.143758325
1998-07-01,Argentina,CPI_Index,41.19851382
1998-07-01,Argentina,CPI_Index,1.234915886
1998-08-01,Argentina,CPI_Index,41.20683252
1998-08-01,Argentina,CPI_Index,1.089000555
1998-09-01,Argentina,CPI_Index,41.19408897
1998-09-01,Argentina,CPI_Index,1.106154004
1998-10-01,Argentina,CPI_Index,41.04338311
1998-10-01,Argentina,CPI_Index,0.894321509
1998-11-01,Argentina,CPI_Index,40.94592704
1998-11-01,Argentina,CPI_Index,0.849657355
1998-12-01,Argentina,CPI_Index,40.94038124
1998-12-01,Argentina,CPI_Index,0.664477714
1999-01-01,Argentina,CPI_Index,40.57304359
1999-01-01,Argentina,CPI_Index,-1.166676952
1999-01-01,Argentina,CPI_Index,41.13338016
1999-01-01,Argentina,CPI_Index,0.50725157
1999-02-01,Argentina,CPI_Index,41.06730253
1999-02-01,Argentina,CPI_Index,-0.002873146
1999-03-01,Argentina,CPI_Index,40.75896276
1999-03-01,Argentina,CPI_Index,-0.62883919
1999-04-01,Argentina,CPI_Index,40.71904648
1999-04-01,Argentina,CPI_Index,-0.7373537
1999-05-01,Argentina,CPI_Index,40.51856326
1999-05-01,Argentina,CPI_Index,-1.154695474
1999-06-01,Argentina,CPI_Index,40.51610221
1999-06-01,Argentina,CPI_Index,-1.34903102
1999-07-01,Argentina,CPI_Index,40.59140879
1999-07-01,Argentina,CPI_Index,-1.473609055
1999-08-01,Argentina,CPI_Index,40.43861271
1999-08-01,Argentina,CPI_Index,-1.864302016
1999-09-01,Argentina,CPI_Index,40.35804689
1999-09-01,Argentina,CPI_Index,-2.02951954
1999-10-01,Argentina,CPI_Index,40.35173412
1999-10-01,Argentina,CPI_Index,-1.685165643
1999-11-01,Argentina,CPI_Index,40.22418913
1999-11-01,Argentina,CPI_Index,-1.762661054
1999-12-01,Argentina,CPI_Index,40.19917403
1999-12-01,Argentina,CPI_Index,-1.810455073
2000-01-01,Argentina,CPI_Index,40.19201913
2000-01-01,Argentina,CPI_Index,-0.939107403
2000-01-01,Argentina,CPI_Index,40.53895124
2000-01-01,Argentina,CPI_Index,-1.445125376
2000-02-01,Argentina,CPI_Index,40.54061161
2000-02-01,Argentina,CPI_Index,-1.282506736
2000-03-01,Argentina,CPI_Index,40.3264156
2000-03-01,Argentina,CPI_Index,-1.061232018
2000-04-01,Argentina,CPI_Index,40.28107151
2000-04-01,Argentina,CPI_Index,-1.07560222
2000-05-01,Argentina,CPI_Index,40.12449957
2000-05-01,Argentina,CPI_Index,-0.972550994
2000-06-01,Argentina,CPI_Index,40.05031395
2000-06-01,Argentina,CPI_Index,-1.149637375
2000-07-01,Argentina,CPI_Index,40.22425656
2000-07-01,Argentina,CPI_Index,-0.904507233
2000-08-01,Argentina,CPI_Index,40.1377151
2000-08-01,Argentina,CPI_Index,-0.744084899
2000-09-01,Argentina,CPI_Index,40.07607917
2000-09-01,Argentina,CPI_Index,-0.698665425
2000-10-01,Argentina,CPI_Index,40.14789644
2000-10-01,Argentina,CPI_Index,-0.505152197
2000-11-01,Argentina,CPI_Index,39.95054011
2000-11-01,Argentina,CPI_Index,-0.680309597
2000-12-01,Argentina,CPI_Index,39.90587872
2000-12-01,Argentina,CPI_Index,-0.72960532
2001-01-01,Argentina,CPI_Index,39.76377179
2001-01-01,Argentina,CPI_Index,-1.065503428
2001-01-01,Argentina,CPI_Index,39.93797356
2001-01-01,Argentina,CPI_Index,-1.482469725
2001-02-01,Argentina,CPI_Index,39.84699883
2001-02-01,Argentina,CPI_Index,-1.710908518
2001-03-01,Argentina,CPI_Index,39.92292068
2001-03-01,Argentina,CPI_Index,-1.000572245
2001-04-01,Argentina,CPI_Index,40.18978494
2001-04-01,Argentina,CPI_Index,-0.226623999
2001-05-01,Argentina,CPI_Index,40.21579458
2001-05-01,Argentina,CPI_Index,0.227529326
2001-06-01,Argentina,CPI_Index,39.92572729
2001-06-01,Argentina,CPI_Index,-0.311075373
2001-07-01,Argentina,CPI_Index,39.7951397
2001-07-01,Argentina,CPI_Index,-1.06681116
2001-08-01,Argentina,CPI_Index,39.65281153
2001-08-01,Argentina,CPI_Index,-1.208099578
2001-09-01,Argentina,CPI_Index,39.62279004
2001-09-01,Argentina,CPI_Index,-1.131071555
2001-10-01,Argentina,CPI_Index,39.44798775
2001-10-01,Argentina,CPI_Index,-1.743325942
2001-11-01,Argentina,CPI_Index,39.31861383
2001-11-01,Argentina,CPI_Index,-1.581771558
2001-12-01,Argentina,CPI_Index,39.28871876
2001-12-01,Argentina,CPI_Index,-1.546538942
2002-01-01,Argentina,CPI_Index,50.05008147
2002-01-01,Argentina,CPI_Index,25.86854622
2002-01-01,Argentina,CPI_Index,40.18945624
2002-01-01,Argentina,CPI_Index,0.629683107
2002-02-01,Argentina,CPI_Index,41.45159786
2002-02-01,Argentina,CPI_Index,4.026900575
2002-03-01,Argentina,CPI_Index,43.09120791
2002-03-01,Argentina,CPI_Index,7.936010647
2002-04-01,Argentina,CPI_Index,47.5677984
2002-04-01,Argentina,CPI_Index,18.35793217
